id,host_id,host_name,neighbourhood_cleansed,city,latitude,longitude,price,number_of_reviews,review_scores_rating
7740436,19911253,Lori,Back Bay,Boston,42.34747332897543,-71.07334293945296,175.0,18,99.0
6921241,36275619,Sam,Back Bay,Boston,42.350028455706436,-71.08390690295413,230.0,2,100.0
4972820,4195134,LifestyleFurnishedApartments,Back Bay,Boston,42.35357949532429,-71.07779788406096,130.0,1,
12263690,30283594,Kara,Back Bay,Boston,42.346836535893566,-71.07842855228066,319.0,0,
9920084,30283594,Kara,Back Bay,Boston,42.34685199498404,-71.07799518214941,319.0,3,80.0
754845,25188,Seamless,Back Bay,Boston,42.34831672344581,-71.08474346052387,209.0,17,92.0
4777111,24595754,Paris,Back Bay,Boston,42.35483811492339,-71.07631445495049,160.0,14,97.0
13015832,18202088,Beantown Suites,Back Bay,Boston,42.345221677861154,-71.0795988393007,257.0,3,87.0
13015927,18202088,Beantown Suites,Back Bay,Boston,42.34613830566531,-71.0797152763806,199.0,2,100.0
13589343,25308015,Anthony,Back Bay,Boston,42.35090788586625,-71.07486202999672,159.0,14,91.0
14713980,64829816,Jess,Back Bay,Boston,42.344751442668034,-71.08586355825072,185.0,1,
705900,508268,Richard,Back Bay,Boston,42.348630855291646,-71.09007694380695,229.0,25,96.0
8577620,1141071,Arnout,Back Bay,Boston,42.3478436907324,-71.08560863024267,169.0,9,96.0
12390027,33101721,Lucian,Back Bay,Boston,42.34705573387048,-71.08023462174924,175.0,17,87.0
9231486,9410008,Jason,Back Bay,Boston,42.35015130461911,-71.09115128880198,375.0,30,99.0
10542140,54361238,Emily And Giuseppe,Back Bay,Boston,42.34886985619918,-71.08460420772631,350.0,25,99.0
11885148,409027,Esteban,Back Bay,Boston,42.35448687741874,-71.07537396287039,325.0,2,80.0
10148425,6562905,Jenna,Back Bay,Boston,42.35428465578638,-71.07737376922702,185.0,0,
10164759,51673899,Harriette Ferne,Back Bay,Boston,42.35476045244558,-71.0736797996714,179.0,4,95.0
6685682,814298,Brent,Back Bay,Boston,42.348000439971756,-71.08552158738037,259.0,7,93.0
11082235,57533988,Christal,Back Bay,Boston,42.34994795093453,-71.08225904871169,299.0,17,99.0
4020650,17194624,Bernie,Back Bay,Boston,42.352273173397826,-71.08256662119476,139.0,67,81.0
4446413,9419684,Mike,Back Bay,Boston,42.345003316395605,-71.0794907415972,363.0,7,73.0
7840797,4962900,Stay Alfred,Back Bay,Boston,42.34604445496711,-71.08017522974744,218.0,7,89.0
3528826,10493424,Nicole,Back Bay,Boston,42.35472247394193,-71.07524632107211,239.0,103,98.0
11589644,12243051,Flatbook,Back Bay,Boston,42.349203098042544,-71.08036997373881,139.0,13,92.0
14636981,47552280,Muxue,Back Bay,Boston,42.347198309516905,-71.08003031151644,80.0,0,
1775935,25188,Seamless,Back Bay,Boston,42.34652131433815,-71.07838416340084,299.0,3,87.0
7804358,23676983,Brooke,Back Bay,Boston,42.35132218195608,-71.0825907921931,225.0,19,99.0
7007801,36737151,Alex,Back Bay,Boston,42.34964029915511,-71.08834175881046,115.0,22,79.0
14367134,88129265,Jason,Back Bay,Boston,42.35371866549875,-71.07838108749516,100.0,3,93.0
7264674,6055747,Krissy,Back Bay,Boston,42.350648554034535,-71.08375482059041,200.0,15,92.0
13591607,54952385,Vera,Back Bay,Boston,42.343826359124435,-71.08260980130042,109.0,23,97.0
8116523,42431392,Frank,Back Bay,Boston,42.355527797905374,-71.07834143471044,150.0,77,91.0
13015353,62106939,Attuck,Back Bay,Boston,42.35168134093168,-71.08706448356695,350.0,2,80.0
9918713,30283594,Kara,Back Bay,Boston,42.34665681392895,-71.07911571013813,319.0,2,80.0
2331886,11909974,Ryan,Back Bay,Boston,42.35296929099229,-71.07923603840048,225.0,0,
12489916,65907845,Douglas,Back Bay,Boston,42.35391656654736,-71.07567158140867,281.0,12,98.0
693353,25188,Seamless,Back Bay,Boston,42.34686689996466,-71.07899933936599,249.0,17,88.0
2429961,3137257,Furnished Rentals,Back Bay,Boston,42.350860498156585,-71.080994162919,170.0,17,86.0
14423004,4962900,Stay Alfred,Back Bay,Boston,42.346540340328716,-71.07927440328857,119.0,0,
9343915,48494513,Inn Boston,Back Bay,Boston,42.34547013412014,-71.07881220331836,185.0,1,100.0
9327506,19642206,Spencer,Back Bay,Boston,42.34520351943119,-71.079508113058,450.0,1,100.0
22212,25188,Seamless,Back Bay,Boston,42.34995448181277,-71.08660245393479,285.0,23,84.0
12621291,3715298,Alex,Back Bay,Boston,42.35299010674897,-71.07811942605787,199.0,11,96.0
12914154,41538684,J.,Back Bay,Boston,42.350079796620435,-71.08920626226526,120.0,5,100.0
414419,2027295,Ravi,Back Bay,Boston,42.3538695963596,-71.07972258052565,175.0,312,92.0
21337,25188,Seamless,Back Bay,Boston,42.34642477551046,-71.07827018647994,329.0,11,86.0
5919529,24196977,Jenny,Back Bay,Boston,42.35037049424832,-71.07034497025259,550.0,15,100.0
5870309,30283594,Kara,Back Bay,Boston,42.34507409996456,-71.08048462854534,319.0,5,76.0
6991310,36495581,Caroline,Back Bay,Boston,42.349407317123976,-71.08443316587649,250.0,0,
14422695,4962900,Stay Alfred,Back Bay,Boston,42.34491407344669,-71.07988699742863,119.0,0,
5903001,30658962,Marlo,Back Bay,Boston,42.350005827227385,-71.07757406865338,325.0,12,85.0
472070,814298,Brent,Back Bay,Boston,42.35147091712026,-71.08320443523486,150.0,3,93.0
6017574,31235595,Brooks,Back Bay,Boston,42.350476730299135,-71.08577905720527,425.0,15,96.0
11211273,18142992,Jesse,Back Bay,Boston,42.350557088473074,-71.08336259706302,199.0,24,93.0
14085771,19435065,Felana,Back Bay,Boston,42.34949953466093,-71.08592548056416,310.0,2,90.0
1234740,25188,Seamless,Back Bay,Boston,42.354496674330846,-71.07241061491042,389.0,9,96.0
9180947,47618394,Liesl,Back Bay,Boston,42.35491206652637,-71.07642598084301,145.0,46,97.0
13391640,6032648,Madison,Back Bay,Boston,42.35502415844883,-71.0752342569542,200.0,11,87.0
7853079,814298,Brent,Back Bay,Boston,42.350617868749744,-71.08279118048424,568.0,21,87.0
14422439,4962900,Stay Alfred,Back Bay,Boston,42.34614523778011,-71.08002037914466,119.0,0,
4132983,9419684,Mike,Back Bay,Boston,42.34602594062227,-71.07991736263028,363.0,17,89.0
13848636,21184200,Paige,Back Bay,Boston,42.34776635801481,-71.08608329842791,400.0,0,
7475215,22348222,Alicia,Back Bay,Boston,42.35097324243918,-71.08144480688703,150.0,6,97.0
9252183,22348222,Alicia,Back Bay,Boston,42.35068464125804,-71.08228083705681,160.0,0,
11980767,5241671,Irene,Back Bay,Boston,42.35128637261622,-71.08865659078783,160.0,2,80.0
2723274,8790904,Albert,Back Bay,Boston,42.34951621234428,-71.07101194500629,250.0,10,96.0
8737466,45840601,Raul,Back Bay,Boston,42.353280344973065,-71.07168886990594,169.0,10,97.0
13864771,25796770,Susan,Back Bay,Boston,42.34932720297116,-71.0905884894385,89.0,0,
9992143,30283594,Kara,Back Bay,Boston,42.346517629629034,-71.07772599195843,319.0,0,
9228519,39051883,Gretchen,Back Bay,Boston,42.35355223711976,-71.0799048233613,189.0,1,100.0
10293480,51673899,Harriette Ferne,Back Bay,Boston,42.34970659815711,-71.08462439884744,299.0,0,
6213822,4962900,Stay Alfred,Back Bay,Boston,42.34588119114087,-71.07862399449101,183.0,11,95.0
3673688,18142992,Jesse,Back Bay,Boston,42.34505121921718,-71.07988910638004,699.0,36,86.0
12865092,7516089,Ankush,Back Bay,Boston,42.34413959667544,-71.08409557166532,100.0,2,60.0
3591388,18092266,Aghdas,Back Bay,Boston,42.34931436189503,-71.08769559204535,275.0,30,97.0
9473816,16154941,Kayla,Back Bay,Boston,42.35192164447685,-71.07941320706328,159.0,2,100.0
14552102,84942880,Kristin,Back Bay,Boston,42.3492699829589,-71.09050312470507,279.0,0,
12291029,32540732,Nancy,Back Bay,Boston,42.35153135746013,-71.08323670442063,200.0,19,92.0
10881994,21184200,Paige,Back Bay,Boston,42.349033972110966,-71.09096559226589,207.0,26,86.0
13912943,82531689,Commonwealth Court,Back Bay,Boston,42.35010585906457,-71.08383846810091,218.0,0,
14388025,38478454,Kate,Back Bay,Boston,42.352446027020854,-71.08223438870493,84.0,10,100.0
4377247,22726574,Nathan,Back Bay,Boston,42.35468545650279,-71.08154426285475,259.0,33,97.0
7474615,22348222,Alicia,Back Bay,Boston,42.35069865782065,-71.08233054560111,148.0,3,87.0
13110631,72888191,Lana And Tatiana,Back Bay,Boston,42.343367776888314,-71.08295283859245,130.0,15,92.0
3870046,17010369,B.J,Back Bay,Boston,42.3500909185985,-71.08179656255358,300.0,33,94.0
789843,4161865,Ally,Back Bay,Boston,42.35084480245318,-71.08558353723168,250.0,2,80.0
2247190,9419684,Mike,Back Bay,Boston,42.34649330922525,-71.07962505197085,363.0,14,87.0
4409819,9419684,Mike,Back Bay,Boston,42.350308249703005,-71.07056449725202,267.0,2,100.0
3410087,17194624,Bernie,Back Bay,Boston,42.352726837675625,-71.0819361907127,119.0,80,83.0
7194793,9969381,Brady,Back Bay,Boston,42.34940348733903,-71.08680791113028,140.0,35,99.0
12897110,70633440,Nicholas,Back Bay,Boston,42.34448567335711,-71.08076259510034,176.0,9,91.0
6075481,13765922,Michael,Back Bay,Boston,42.35281512566159,-71.08121725139918,200.0,40,88.0
13060113,62461042,Denise,Back Bay,Boston,42.35139993302384,-71.07650820248895,550.0,0,
3704801,8812693,Cornelia,Back Bay,Boston,42.34610828954821,-71.0780950326433,150.0,2,90.0
10569282,48494513,Inn Boston,Back Bay,Boston,42.3539555723324,-71.07444555927097,379.0,14,90.0
9504314,20934696,Stephanie,Back Bay,Boston,42.35410871698754,-71.07290449120174,300.0,1,
14714374,91548283,Anthony,Back Bay,Boston,42.34717511247381,-71.07825316216427,130.0,3,100.0
13912470,82529160,Mario,Back Bay,Boston,42.34996452066192,-71.0843887624094,256.0,5,96.0
13912467,82529160,Mario,Back Bay,Boston,42.35047733098711,-71.08384618931507,296.0,4,100.0
2246959,9419684,Mike,Back Bay,Boston,42.34648274328634,-71.07967502184705,363.0,22,91.0
2656568,13597630,Lee,Back Bay,Boston,42.34807208652265,-71.07663898691975,600.0,0,
14819717,71670493,Patrick,Back Bay,Boston,42.352136210728546,-71.07610265561482,225.0,0,
9504177,20934696,Stephanie,Back Bay,Boston,42.35264094794804,-71.07329225376554,450.0,0,
6882615,22348222,Alicia,Back Bay,Boston,42.34929912373992,-71.08347012375727,160.0,7,97.0
5899031,30638417,Michelle,Back Bay,Boston,42.352642435597616,-71.07614545599691,350.0,27,89.0
1868513,9419684,Mike,Back Bay,Boston,42.346196860971546,-71.07856621775574,298.0,6,90.0
11371205,21184200,Paige,Back Bay,Boston,42.349881251044174,-71.08221800171846,200.0,19,91.0
12998272,71647340,Chris,Back Bay,Boston,42.348921685569465,-71.09035524816704,286.0,1,100.0
14386825,67180440,Bjorn,Back Bay,Boston,42.350514800236674,-71.08518782443072,74.0,0,
197146,25188,Seamless,Back Bay,Boston,42.34794627306118,-71.08488222123127,356.0,20,91.0
4358181,4195134,LifestyleFurnishedApartments,Back Bay,Boston,42.35291931229008,-71.07898548030663,130.0,4,95.0
4080849,18993068,Liz,Back Bay,Boston,42.34398792552873,-71.08232026318744,250.0,3,100.0
12092499,9410008,Jason,Back Bay,Boston,42.3501248300534,-71.08999740067043,200.0,19,99.0
10454061,51673899,Harriette Ferne,Back Bay,Boston,42.35000048452634,-71.08278843852919,129.0,10,92.0
10945558,51673899,Harriette Ferne,Back Bay,Boston,42.3466856189642,-71.07957332158732,349.0,0,
3458030,7912254,Sachin,Back Bay,Boston,42.34465973157918,-71.07999360108029,500.0,14,100.0
4432035,22892596,Matt,Back Bay,Boston,42.349757160919,-71.08775450314117,248.0,50,93.0
13992811,25296328,Jinchen,Back Bay,Boston,42.351626891634034,-71.08249268655617,97.0,8,95.0
7881551,1639654,Jason,Back Bay,Boston,42.353169030580865,-71.07888777434367,210.0,93,95.0
10701625,51673899,Harriette Ferne,Back Bay,Boston,42.344835112457964,-71.08075172857512,249.0,4,85.0
10409490,17320199,Shalabh,Back Bay,Boston,42.35055495632187,-71.07939899138711,69.0,0,
14713259,91548283,Anthony,Back Bay,Boston,42.34924409216707,-71.07792578438381,130.0,4,95.0
3867014,18202088,Beantown Suites,Back Bay,Boston,42.353527943577404,-71.0814632675352,270.0,7,89.0
13959444,21609039,Susan,Back Bay,Boston,42.34274931253549,-71.08316523242388,450.0,6,100.0
1589392,4195134,LifestyleFurnishedApartments,Back Bay,Boston,42.35441478795728,-71.07794303369663,130.0,1,100.0
11455804,18202088,Beantown Suites,East Boston,Boston,42.36772572910221,-71.03980251502722,207.0,4,95.0
1066742,5291968,Ryan,East Boston,Boston,42.383011200253634,-71.0388948279829,200.0,32,79.0
8982616,22264304,Tom,East Boston,Boston,42.3693769367594,-71.03334518228286,65.0,153,91.0
9273,4804,Frank,East Boston,Boston,42.36460804163824,-71.02902055720351,225.0,13,100.0
8326439,40995423,Bonnie,East Boston,Boston,42.388509042889794,-71.00363142805281,48.0,4,65.0
13820571,81414368,Olena,East Boston,Boston,42.366997556464845,-71.03594264556271,65.0,29,97.0
13926704,40995423,Bonnie,East Boston,Boston,42.38989750115748,-71.00338987041474,48.0,0,
4107959,10136526,Paul,East Boston,Boston,42.3694918038337,-71.03659328264263,119.0,67,98.0
5940866,12720679,Valerie,East Boston,Boston,42.376193204904254,-71.03354034847291,75.0,124,97.0
6436334,25205247,Monica,East Boston,Boston,42.36460886185974,-71.0294975810476,150.0,31,85.0
1147871,1407005,Izzy,East Boston,Boston,42.377611839800785,-71.0351975764878,95.0,226,89.0
14885796,86955930,Salma,East Boston,Boston,42.36961258127057,-71.03927683801552,90.0,0,
1458081,1431134,Bruno,East Boston,Boston,42.371116609738905,-71.03339768539293,210.0,27,94.0
4868653,4472902,Ernesto,East Boston,Boston,42.380713684394586,-71.03300607586363,95.0,11,91.0
2441095,3594203,Shawn,East Boston,Boston,42.380163416936504,-71.03585165649713,99.0,74,81.0
7634067,204485,DeAnna,East Boston,Boston,42.36661578887667,-71.03721079387468,50.0,9,100.0
12646288,15393686,Helene,East Boston,Boston,42.36970192328482,-71.03228300444948,115.0,0,
8846849,16284736,Jordan,East Boston,Boston,42.374505657533184,-71.03220529229122,70.0,4,75.0
1178162,1407005,Izzy,East Boston,Boston,42.37779633749722,-71.03466633086441,95.0,215,86.0
13908638,28820575,S.P.,East Boston,Boston,42.369529911885216,-71.03515085321243,99.0,24,88.0
1178106,1407005,Izzy,East Boston,Boston,42.37668853175393,-71.03428152050827,77.0,226,86.0
13433317,7772875,Ana,East Boston,Boston,42.3815861724369,-71.02917177296305,119.0,4,85.0
6142396,31862615,Adam,East Boston,Boston,42.36866337451226,-71.03492955473708,56.0,115,95.0
13908031,5997103,Andrea And Tivan,East Boston,Boston,42.36860054694839,-71.0337863973948,89.0,4,95.0
14564883,90216774,Natalia,East Boston,Boston,42.38242833992243,-71.03155467471967,129.0,0,
13884549,12129722,Lais,East Boston,Boston,42.36664960917275,-71.0378679479571,65.0,15,97.0
12580274,41542719,Ivan,East Boston,Boston,42.37664360636607,-71.03147888791709,65.0,35,87.0
12891323,17000652,Richard,East Boston,Boston,42.37049926804039,-71.03556083866216,85.0,4,100.0
11695285,14604394,Kate,East Boston,Boston,42.37505927010074,-71.03432593425556,215.0,11,98.0
11498583,25938928,Ricardo,East Boston,Boston,42.366149161371006,-71.03943971265694,60.0,32,78.0
14824568,34539998,Christopher,East Boston,Boston,42.38171107679271,-71.0408659353063,128.0,0,
11498523,25938928,Ricardo,East Boston,Boston,42.36663691157528,-71.03884285263116,60.0,37,88.0
8859689,44617326,Caroline,East Boston,Boston,42.37574654762358,-71.02989413558956,250.0,15,94.0
6614984,10136526,Paul,East Boston,Boston,42.36948972206257,-71.03601135073212,129.0,28,96.0
9531326,1229497,Laura,East Boston,Boston,42.38982827376568,-71.00519179830751,72.0,0,
11398953,3594203,Shawn,East Boston,Boston,42.36798435376804,-71.03780897548135,99.0,11,82.0
9382898,48677395,Andrew,East Boston,Boston,42.37914284623583,-71.03956381332604,35.0,49,88.0
2634361,6331373,Quinn-May,East Boston,Boston,42.38911961393284,-71.00074121139774,68.0,49,84.0
1141522,1407005,Izzy,East Boston,Boston,42.37751972317198,-71.0341811802471,95.0,237,86.0
7809904,7956208,Aida,East Boston,Boston,42.37005129551506,-71.04169710988215,130.0,21,99.0
13233001,2574884,Pablo,East Boston,Boston,42.38944275189637,-71.00627384829808,150.0,1,100.0
11498416,25938928,Ricardo,East Boston,Boston,42.36777208310531,-71.03788730903814,60.0,38,82.0
10056496,51354463,Andy,East Boston,Boston,42.3895306348986,-71.0058574277738,250.0,32,79.0
11334091,55324394,Imelda,East Boston,Boston,42.38080839671258,-71.03744226099319,75.0,24,98.0
11866869,15349238,Vitaly,East Boston,Boston,42.37234908234539,-71.04158968904288,70.0,1,100.0
13594886,5997103,Andrea And Tivan,East Boston,Boston,42.36849763182431,-71.03370610351725,103.0,28,94.0
11579622,59127419,Jess And Will,East Boston,Boston,42.368104917624294,-71.03626170131075,85.0,38,86.0
7678756,25716111,Eric,East Boston,Boston,42.37990035098189,-71.0296025401109,95.0,1,100.0
1059604,5291968,Ryan,East Boston,Boston,42.38149456013531,-71.0387056415221,275.0,26,84.0
8252058,42838239,Nury,East Boston,Boston,42.372080049570144,-71.03198308642574,80.0,89,95.0
12560987,3594203,Shawn,East Boston,Boston,42.367126796179946,-71.03780591604058,99.0,22,91.0
12233285,25938928,Ricardo,East Boston,Boston,42.366928373912366,-71.04017264115883,60.0,26,85.0
12233225,25938928,Ricardo,East Boston,Boston,42.36731306063387,-71.03878924844201,60.0,27,84.0
6337106,22264304,Tom,East Boston,Boston,42.3685828450051,-71.03427480827635,105.0,184,88.0
9958026,42333465,Dan,East Boston,Boston,42.38013873786339,-71.03476477633586,80.0,22,80.0
5616179,24361937,Carolyn,East Boston,Boston,42.366959663083335,-71.03277789031864,140.0,33,96.0
14168664,14685544,Susie & Mike,East Boston,Boston,42.379418904421,-71.02152947940547,115.0,8,100.0
9858437,7772875,Ana,East Boston,Boston,42.38216085775525,-71.02883781827119,145.0,25,83.0
8514932,37344176,Khuyến,East Boston,Boston,42.36622540390451,-71.03729354421608,115.0,20,96.0
8469735,40995423,Bonnie,East Boston,Boston,42.38998167884297,-71.0028220221337,50.0,6,76.0
12971157,48108655,Fatoumata,East Boston,Boston,42.36959472322885,-71.03997650263308,65.0,2,100.0
182049,434539,Brahma,East Boston,Boston,42.37979971680247,-71.03325135790091,300.0,33,96.0
7482338,37882842,Joe And Patty,East Boston,Boston,42.37615402151752,-71.0381974177387,83.0,51,93.0
2634499,6331373,Quinn-May,East Boston,Boston,42.38459710263749,-71.00312329412886,64.0,41,80.0
9897713,5275817,Leah,East Boston,Boston,42.38023267162577,-71.0289433747736,63.0,1,80.0
5990808,10545148,Perla,East Boston,Boston,42.36479683265739,-71.03031285214159,189.0,39,97.0
12233043,25938928,Ricardo,East Boston,Boston,42.368933539574705,-71.03871041824999,60.0,37,84.0
14083611,28820575,S.P.,East Boston,Boston,42.36800728987766,-71.0353179595336,99.0,17,88.0
9698226,2574884,Pablo,East Boston,Boston,42.386622868618396,-71.00739903485719,120.0,37,98.0
2778656,14211557,Joshua,East Boston,Boston,42.37510687198061,-71.0337126603536,150.0,10,82.0
13874533,45993690,Daniel,East Boston,Boston,42.375658664017465,-71.03266072695862,133.0,9,91.0
4614037,9073339,Elisangela,East Boston,Boston,42.380410973785146,-71.0306953422297,250.0,32,94.0
11593592,40117482,Lana,East Boston,Boston,42.3663865447592,-71.0332830858718,98.0,57,96.0
9711934,31375710,Olga,East Boston,Boston,42.36740937325516,-71.0368160823019,77.0,21,94.0
13969217,24273802,Eris,East Boston,Boston,42.381379178335855,-71.03952569661864,128.0,3,53.0
13100828,8739837,Ada,East Boston,Boston,42.3691365107799,-71.04094378362562,130.0,13,98.0
8064980,16284736,Jordan,East Boston,Boston,42.37484037463057,-71.03204553980207,70.0,5,92.0
8134231,93916,Francine,East Boston,Boston,42.37441280859101,-71.03399091110118,300.0,2,100.0
10233104,25938928,Ricardo,East Boston,Boston,42.36856642486891,-71.04089838561889,60.0,35,87.0
238846,434539,Brahma,East Boston,Boston,42.38066057619219,-71.03503978822826,300.0,15,89.0
12051674,5618949,Alan,East Boston,Boston,42.364851742350176,-71.03016541624758,144.0,13,75.0
14885917,93364702,Aria,East Boston,Boston,42.37376239253955,-71.03807668224069,60.0,0,
57800,68870,Jim & Afiyah,East Boston,Boston,42.38302131319332,-71.00033180127089,70.0,193,90.0
8970779,46878954,Sarah,East Boston,Boston,42.36902328281249,-71.04154459603103,95.0,1,100.0
8118718,17409171,Ilya,East Boston,Boston,42.369094333691635,-71.03344142231019,85.0,12,97.0
14918032,44617326,Caroline,East Boston,Boston,42.37705140595239,-71.0311886562327,359.0,0,
13393418,76181684,Baljinder,East Boston,Boston,42.37775680004031,-71.03474222341573,135.0,30,94.0
1042420,5715872,Joan,East Boston,Boston,42.38362468405895,-71.02023225706048,112.0,52,92.0
6314998,6331373,Quinn-May,East Boston,Boston,42.384529069178186,-71.00443700256665,68.0,42,86.0
14072546,28820575,S.P.,East Boston,Boston,42.36919461060086,-71.03607045492095,99.0,25,86.0
14344516,87858249,Sulaiman,East Boston,Boston,42.37109354452247,-71.04210764318806,149.0,0,
7035556,15589117,Linda & Theresa,East Boston,Boston,42.36382706230058,-71.02930344469219,150.0,16,94.0
8757949,45928122,Laura,East Boston,Boston,42.37240876845487,-71.03867838606331,65.0,22,89.0
10411383,44617326,Caroline,East Boston,Boston,42.37694735530489,-71.03023023664814,250.0,1,100.0
13613562,5618949,Alan,East Boston,Boston,42.36511218470177,-71.03151328892399,174.0,3,67.0
13394184,60246341,Seamus,East Boston,Boston,42.36925900670464,-71.03613369483693,30.0,0,
1497879,2776892,Sara,East Boston,Boston,42.366884883076146,-71.03615062952922,89.0,320,88.0
11333422,42333465,Dan,East Boston,Boston,42.378995639887655,-71.03625736579156,95.0,25,92.0
8624898,16284736,Jordan,East Boston,Boston,42.375742670698116,-71.03180237149311,150.0,59,84.0
8166076,9073339,Elisangela,East Boston,Boston,42.37829767913677,-71.03398042597308,250.0,45,95.0
14178758,18932946,Theresa,East Boston,Boston,42.37199623859463,-71.0380073607884,85.0,11,100.0
14072256,28820575,S.P.,East Boston,Boston,42.36947992644604,-71.0362596070171,99.0,15,92.0
10132073,51992629,Jef,East Boston,Boston,42.37045480727794,-71.04025850654962,150.0,4,100.0
14522917,75634340,Chris,East Boston,Boston,42.37822137657732,-71.03031214548693,140.0,8,98.0
8231382,23777641,Gavin,East Boston,Boston,42.37671712966943,-71.03655030183927,99.0,25,83.0
10524612,3594203,Shawn,East Boston,Boston,42.369965405979706,-71.03987489674748,99.0,23,92.0
12604733,18202088,Beantown Suites,East Boston,Boston,42.366702318598534,-71.04192446075436,199.0,1,
5364137,23777641,Gavin,East Boston,Boston,42.386187112481814,-71.00461976225016,70.0,49,90.0
4315439,22402141,Mirian,East Boston,Boston,42.38921070848657,-71.00268251833265,80.0,1,80.0
13046976,507084,Nicole,East Boston,Boston,42.379130763323936,-71.03982748413877,145.0,9,96.0
7033732,5256414,Hayley,East Boston,Boston,42.36709820439286,-71.03334924268675,110.0,60,95.0
611081,3029783,Deborah,East Boston,Boston,42.38167016379894,-71.03991829438496,175.0,0,
13816458,80820612,Hugo,East Boston,Boston,42.37003917833851,-71.0398907959691,40.0,7,97.0
7984949,42144668,Dan,East Boston,Boston,42.36924093862753,-71.04154478972363,89.0,6,93.0
4314054,22264304,Tom,East Boston,Boston,42.36781282979623,-71.03485019599802,105.0,198,87.0
12308927,66377071,Hector,East Boston,Boston,42.36692052511178,-71.03828528674799,44.0,24,96.0
118905,434539,Brahma,East Boston,Boston,42.379326764153255,-71.03376093729794,320.0,17,91.0
20000,68870,Jim & Afiyah,East Boston,Boston,42.38382803668675,-71.00038139328625,75.0,271,86.0
14532696,83143176,Ben,East Boston,Boston,42.3881729883446,-71.01272170912009,95.0,2,90.0
8065282,16284736,Jordan,East Boston,Boston,42.37496574822696,-71.03336978152277,181.0,71,95.0
4820071,93916,Francine,East Boston,Boston,42.37416923110453,-71.03424002515277,120.0,174,95.0
9751520,50297998,Tyler,East Boston,Boston,42.36582858260108,-71.0352852744052,70.0,2,90.0
9145242,41542719,Ivan,East Boston,Boston,42.376572621939,-71.03294265772638,89.0,65,95.0
13421289,74471695,Guy Christian,East Boston,Boston,42.36839969472304,-71.0362633702214,115.0,13,97.0
7178893,19646638,Boyd,East Boston,Boston,42.38160865623668,-71.03492187894905,124.0,9,98.0
11618815,61523768,James,East Boston,Boston,42.36629604480039,-71.03800818271141,99.0,19,98.0
14141920,60434101,Michael,East Boston,Boston,42.36821050603441,-71.03430491952459,88.0,9,93.0
5478135,13595892,Elizabeth,East Boston,Boston,42.383637057783716,-71.00009991969033,195.0,17,95.0
10356880,41565478,Luz,East Boston,Boston,42.36422865818504,-71.02934771217218,70.0,36,96.0
3615760,17000652,Richard,East Boston,Boston,42.36735646665322,-71.03920033268635,110.0,76,86.0
9390951,37344176,Khuyến,East Boston,Boston,42.366709928102075,-71.03712593270234,125.0,1,100.0
1051482,5291968,Ryan,East Boston,Boston,42.38154190555381,-71.03806231898041,275.0,29,91.0
4475740,15005020,Atanas,East Boston,Boston,42.366226219675376,-71.03143059241793,65.0,1,80.0
14262627,22088967,Jesse,East Boston,Boston,42.364069204368406,-71.02896740549902,87.0,3,100.0
12699603,69028974,Christine,East Boston,Boston,42.38366040503235,-71.00026054426053,225.0,2,100.0
7489883,39226802,Natasha,East Boston,Boston,42.37871045505126,-71.03297003098307,60.0,1,
3802530,18752830,Sergei,East Boston,Boston,42.38736001166394,-71.01041901965802,150.0,9,98.0
14075290,28820575,S.P.,East Boston,Boston,42.36833507222235,-71.03603397604479,99.0,16,88.0
1066767,5291968,Ryan,East Boston,Boston,42.383684892239756,-71.03808075641813,275.0,17,89.0
4638356,24014785,Andrey,East Boston,Boston,42.37712966466541,-71.0367331689478,85.0,21,93.0
12436115,5618949,Alan,East Boston,Boston,42.363926094037296,-71.03033901049847,135.0,7,47.0
8716849,45752276,Brittany,East Boston,Boston,42.36472850605321,-71.0321403309987,100.0,11,73.0
3917027,6331373,Quinn-May,East Boston,Boston,42.38468604171301,-71.0046399896938,72.0,58,84.0
10945407,51354463,Andy,East Boston,Boston,42.38968172925277,-71.00471442388962,230.0,8,90.0
8340599,16882984,Carlos,East Boston,Boston,42.37243757981357,-71.03646968180121,200.0,14,93.0
14255219,66377071,Hector,East Boston,Boston,42.366904603169814,-71.03768084507143,45.0,8,100.0
14533011,83143176,Ben,East Boston,Boston,42.38772842497419,-71.01339573383821,90.0,1,100.0
4080000,6331373,Quinn-May,East Boston,Boston,42.386618593245366,-71.00525682071361,72.0,75,86.0
14844149,9721496,Heather,East Boston,Boston,42.37887543575785,-71.02910227660068,98.0,0,
7880828,41542719,Ivan,East Boston,Boston,42.377832873360454,-71.03026247489727,79.0,90,94.0
13064781,22548550,Kristen,Charlestown,Boston,42.377380676697406,-71.05041078672215,150.0,10,98.0
1541166,552418,Vanya,Charlestown,Boston,42.38159417885396,-71.07891531143875,143.0,16,96.0
8454985,15151322,Jianmin,Charlestown,Boston,42.376634352984695,-71.05237883372453,225.0,7,97.0
14769652,20733420,Roger,Charlestown,Boston,42.38370488376533,-71.06564446942194,160.0,0,
77681,416912,Christiane,Charlestown,Boston,42.37853324504035,-71.06176887037249,160.0,21,83.0
4112178,21336020,El Has,Charlestown,Boston,42.380373976839245,-71.06910599055006,125.0,1,100.0
